Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"GARCHING 2"
Messstellen-Nr.:;16282
Ostwert:;695999;Nordwert:;5347584;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-01-01;477,07;Rohdaten
2023-01-02;477,08;Rohdaten
2023-01-03;477,08;Rohdaten
2023-01-04;477,08;Rohdaten
2023-01-05;477,08;Rohdaten
2023-01-06;477,07;Rohdaten
2023-01-07;477,07;Rohdaten
2023-01-08;477,07;Rohdaten
2023-01-09;477,06;Rohdaten
2023-01-10;477,05;Rohdaten
2023-01-11;477,05;Rohdaten
2023-01-12;477,05;Rohdaten
2023-01-13;477,04;Rohdaten
2023-01-14;477,03;Rohdaten
2023-01-15;477,03;Rohdaten
2023-01-16;477,02;Rohdaten
2023-01-17;477,01;Rohdaten
2023-01-18;477,01;Rohdaten
2023-01-19;477,00;Rohdaten
2023-01-20;476,99;Rohdaten
2023-01-21;476,98;Rohdaten
2023-01-22;476,97;Rohdaten
2023-01-23;476,97;Rohdaten
2023-01-24;476,96;Rohdaten
2023-01-25;476,95;Rohdaten
2023-01-26;476,95;Rohdaten
2023-01-27;476,94;Rohdaten
2023-01-28;476,93;Rohdaten
2023-01-29;476,92;Rohdaten
2023-01-30;476,92;Rohdaten
2023-01-31;476,91;Rohdaten
2023-02-01;476,90;Rohdaten
2023-02-02;476,90;Rohdaten
2023-02-03;476,90;Rohdaten
2023-02-04;476,89;Rohdaten
2023-02-05;476,89;Rohdaten
2023-02-06;476,88;Rohdaten
2023-02-07;476,87;Rohdaten
2023-02-08;476,87;Rohdaten
2023-02-09;476,86;Rohdaten
2023-02-10;476,86;Rohdaten
2023-02-11;476,85;Rohdaten
2023-02-12;476,85;Rohdaten
2023-02-13;476,84;Rohdaten
2023-02-14;476,83;Rohdaten
2023-02-15;476,83;Rohdaten
2023-02-16;476,82;Rohdaten
2023-02-17;476,82;Rohdaten
2023-02-18;476,81;Rohdaten
2023-02-19;476,81;Rohdaten
2023-02-20;476,80;Rohdaten
2023-02-21;476,79;Rohdaten
2023-02-22;476,79;Rohdaten
2023-02-23;476,78;Rohdaten
2023-02-24;476,78;Rohdaten
2023-02-25;476,79;Rohdaten
2023-02-26;476,79;Rohdaten
2023-02-27;476,79;Rohdaten
2023-02-28;476,78;Rohdaten
2023-03-01;476,78;Rohdaten
2023-03-02;476,77;Rohdaten
2023-03-03;476,77;Rohdaten
2023-03-04;476,77;Rohdaten
2023-03-05;476,76;Rohdaten
2023-03-06;476,76;Rohdaten
2023-03-07;476,75;Rohdaten
2023-03-08;476,74;Rohdaten
2023-03-09;476,74;Rohdaten
2023-03-10;476,74;Rohdaten
2023-03-11;476,73;Rohdaten
2023-03-12;476,72;Rohdaten
2023-03-13;476,72;Rohdaten
2023-03-14;476,72;Rohdaten
2023-03-15;476,72;Rohdaten
2023-03-16;476,71;Rohdaten
2023-03-17;476,71;Rohdaten
2023-03-18;476,70;Rohdaten
2023-03-19;476,70;Rohdaten
2023-03-20;476,70;Rohdaten
2023-03-21;476,69;Rohdaten
2023-03-22;476,69;Rohdaten
2023-03-23;476,69;Rohdaten
2023-03-24;476,68;Rohdaten
2023-03-25;476,68;Rohdaten
2023-03-26;476,68;Rohdaten
2023-03-27;476,68;Rohdaten
2023-03-28;476,68;Rohdaten
2023-03-29;476,68;Rohdaten
2023-03-30;476,69;Rohdaten
2023-03-31;476,69;Rohdaten
2023-04-01;476,70;Rohdaten
2023-04-02;476,70;Rohdaten
2023-04-03;476,70;Rohdaten
2023-04-04;476,70;Rohdaten
2023-04-05;476,69;Rohdaten
