Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 16:31"
Zeitbezug:;MEZ
Messstellen-Name:;"München KP 95"
Messstellen-Nr.:;16704
Ostwert:;692440;Nordwert:;5333855;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;508,98;Rohdaten
2023-11-02;508,98;Rohdaten
2023-11-03;509,01;Rohdaten
2023-11-04;509,04;Rohdaten
2023-11-05;509,02;Rohdaten
2023-11-06;508,98;Rohdaten
2023-11-07;508,97;Rohdaten
2023-11-08;508,98;Rohdaten
2023-11-09;508,98;Rohdaten
2023-11-10;508,99;Rohdaten
2023-11-11;508,97;Rohdaten
2023-11-12;508,96;Rohdaten
2023-11-13;509,02;Rohdaten
2023-11-14;509,12;Rohdaten
2023-11-15;509,33;Rohdaten
2023-11-16;509,35;Rohdaten
2023-11-17;509,37;Rohdaten
