Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 16:31"
Zeitbezug:;MEZ
Messstellen-Name:;"OBERMENZING Q 2"
Messstellen-Nr.:;16710
Ostwert:;682374;Nordwert:;5338219;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-01-01;508,55;Rohdaten
2023-01-02;508,56;Rohdaten
2023-01-03;508,57;Rohdaten
2023-01-04;508,58;Rohdaten
2023-01-05;508,58;Rohdaten
2023-01-06;508,59;Rohdaten
2023-01-07;508,59;Rohdaten
2023-01-08;508,59;Rohdaten
2023-01-09;508,60;Rohdaten
2023-01-10;508,60;Rohdaten
2023-01-11;508,59;Rohdaten
2023-01-12;508,59;Rohdaten
2023-01-13;508,59;Rohdaten
2023-01-14;508,58;Rohdaten
2023-01-15;508,58;Rohdaten
2023-01-16;508,58;Rohdaten
2023-01-17;508,57;Rohdaten
2023-01-18;508,57;Rohdaten
2023-01-19;508,56;Rohdaten
2023-01-20;508,55;Rohdaten
2023-01-21;508,54;Rohdaten
2023-01-22;508,53;Rohdaten
2023-01-23;508,53;Rohdaten
2023-01-24;508,52;Rohdaten
2023-01-25;508,51;Rohdaten
2023-01-26;508,51;Rohdaten
2023-01-27;508,50;Rohdaten
2023-01-28;508,49;Rohdaten
2023-01-29;508,48;Rohdaten
2023-01-30;508,47;Rohdaten
2023-01-31;508,46;Rohdaten
2023-02-01;508,46;Rohdaten
2023-02-02;508,45;Rohdaten
2023-02-03;508,44;Rohdaten
2023-02-04;508,43;Rohdaten
2023-02-05;508,42;Rohdaten
2023-02-06;508,42;Rohdaten
2023-02-07;508,41;Rohdaten
2023-02-08;508,40;Rohdaten
2023-02-09;508,40;Rohdaten
2023-02-10;508,39;Rohdaten
2023-02-11;508,38;Rohdaten
2023-02-12;508,37;Rohdaten
2023-02-13;508,37;Rohdaten
2023-02-14;508,36;Rohdaten
2023-02-15;508,35;Rohdaten
2023-02-16;508,34;Rohdaten
2023-02-17;508,34;Rohdaten
2023-02-18;508,33;Rohdaten
2023-02-19;508,32;Rohdaten
2023-02-20;508,32;Rohdaten
2023-02-21;508,31;Rohdaten
2023-02-22;508,32;Rohdaten
2023-02-23;508,31;Rohdaten
2023-02-24;508,30;Rohdaten
2023-02-25;508,29;Rohdaten
2023-02-26;508,29;Rohdaten
2023-02-27;508,29;Rohdaten
