Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"LAUFZORN SCHLOSS 247"
Messstellen-Nr.:;16001
Ostwert:;690356;Nordwert:;5320959;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;573,90;Rohdaten
2023-11-02;573,90;Rohdaten
2023-11-03;573,89;Rohdaten
2023-11-04;573,89;Rohdaten
2023-11-05;573,88;Rohdaten
2023-11-06;573,88;Rohdaten
2023-11-07;573,87;Rohdaten
2023-11-08;573,87;Rohdaten
2023-11-09;573,87;Rohdaten
2023-11-10;573,86;Rohdaten
2023-11-11;573,86;Rohdaten
2023-11-12;573,86;Rohdaten
2023-11-13;573,86;Rohdaten
2023-11-14;573,86;Rohdaten
2023-11-15;573,87;Rohdaten
2023-11-16;573,89;Rohdaten
2023-11-17;573,87;Rohdaten
