Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"Unterbiberg Q 7"
Messstellen-Nr.:;16292
Ostwert:;696546;Nordwert:;5328842;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;530,68;Rohdaten
2023-11-02;530,67;Rohdaten
2023-11-03;530,67;Rohdaten
2023-11-04;530,66;Rohdaten
2023-11-05;530,66;Rohdaten
2023-11-06;530,65;Rohdaten
2023-11-07;530,64;Rohdaten
2023-11-08;530,63;Rohdaten
2023-11-09;530,63;Rohdaten
2023-11-10;530,62;Rohdaten
2023-11-11;530,61;Rohdaten
2023-11-12;530,60;Rohdaten
2023-11-13;530,62;Rohdaten
2023-11-14;530,63;Rohdaten
2023-11-15;530,65;Rohdaten
2023-11-16;530,64;Rohdaten
2023-11-17;530,65;Rohdaten
