Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;UNTERSCHLEISSHEIM/RATH
Messstellen-Nr.:;16272
Ostwert:;690731;Nordwert:;5349729;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-01-01;470,43;Rohdaten
2023-01-02;470,44;Rohdaten
2023-01-03;470,44;Rohdaten
2023-01-04;470,45;Rohdaten
2023-01-05;470,46;Rohdaten
2023-01-06;470,46;Rohdaten
2023-01-07;470,47;Rohdaten
2023-01-08;470,47;Rohdaten
2023-01-09;470,48;Rohdaten
2023-01-10;470,48;Rohdaten
2023-01-11;470,48;Rohdaten
2023-01-12;470,48;Rohdaten
2023-01-13;470,49;Rohdaten
2023-01-14;470,49;Rohdaten
2023-01-15;470,49;Rohdaten
2023-01-16;470,49;Rohdaten
2023-01-17;470,50;Rohdaten
2023-01-18;470,50;Rohdaten
2023-01-19;470,49;Rohdaten
2023-01-20;470,49;Rohdaten
2023-01-21;470,49;Rohdaten
2023-01-22;470,50;Rohdaten
2023-01-23;470,50;Rohdaten
2023-01-24;470,50;Rohdaten
2023-01-25;470,50;Rohdaten
2023-01-26;470,50;Rohdaten
2023-01-27;470,50;Rohdaten
2023-01-28;470,50;Rohdaten
2023-01-29;470,50;Rohdaten
2023-01-30;470,50;Rohdaten
2023-01-31;470,49;Rohdaten
2023-02-01;470,49;Rohdaten
2023-02-02;470,49;Rohdaten
2023-02-03;470,49;Rohdaten
2023-02-04;470,49;Rohdaten
2023-02-05;470,49;Rohdaten
2023-02-06;470,49;Rohdaten
2023-02-07;470,49;Rohdaten
2023-02-08;470,49;Rohdaten
2023-02-09;470,48;Rohdaten
2023-02-10;470,48;Rohdaten
2023-02-11;470,48;Rohdaten
2023-02-12;470,48;Rohdaten
2023-02-13;470,47;Rohdaten
2023-02-14;470,47;Rohdaten
2023-02-15;470,47;Rohdaten
2023-02-16;470,46;Rohdaten
2023-02-17;470,46;Rohdaten
2023-02-18;470,46;Rohdaten
2023-02-19;470,45;Rohdaten
2023-02-20;470,45;Rohdaten
2023-02-21;470,45;Rohdaten
2023-02-22;470,44;Rohdaten
2023-02-23;470,44;Rohdaten
2023-02-24;470,44;Rohdaten
2023-02-25;470,45;Rohdaten
2023-02-26;470,45;Rohdaten
2023-02-27;470,44;Rohdaten
2023-02-28;470,44;Rohdaten
2023-03-01;470,43;Rohdaten
2023-03-02;470,43;Rohdaten
2023-03-03;470,42;Rohdaten
2023-03-04;470,42;Rohdaten
2023-03-05;470,41;Rohdaten
2023-03-06;470,41;Rohdaten
2023-03-07;470,40;Rohdaten
2023-03-08;470,40;Rohdaten
2023-03-09;470,39;Rohdaten
2023-03-10;470,39;Rohdaten
2023-03-11;470,38;Rohdaten
2023-03-12;470,38;Rohdaten
2023-03-13;470,37;Rohdaten
2023-03-14;470,37;Rohdaten
2023-03-15;470,37;Rohdaten
2023-03-16;470,37;Rohdaten
2023-03-17;470,36;Rohdaten
2023-03-18;470,36;Rohdaten
2023-03-19;470,35;Rohdaten
2023-03-20;470,35;Rohdaten
2023-03-21;470,35;Rohdaten
2023-03-22;470,34;Rohdaten
2023-03-23;470,34;Rohdaten
2023-03-24;470,33;Rohdaten
2023-03-25;470,33;Rohdaten
2023-03-26;470,32;Rohdaten
2023-03-27;470,33;Rohdaten
2023-03-28;470,33;Rohdaten
2023-03-29;470,32;Rohdaten
2023-03-30;470,33;Rohdaten
2023-03-31;470,33;Rohdaten
2023-04-01;470,33;Rohdaten
2023-04-02;470,33;Rohdaten
2023-04-03;470,33;Rohdaten
2023-04-04;470,32;Rohdaten
2023-04-05;470,32;Rohdaten
2023-04-06;470,32;Rohdaten
2023-04-07;470,32;Rohdaten
2023-04-08;470,31;Rohdaten
2023-04-09;470,31;Rohdaten
2023-04-10;470,31;Rohdaten
2023-04-11;470,31;Rohdaten
2023-04-12;470,31;Rohdaten
2023-04-13;470,32;Rohdaten
2023-04-14;470,34;Rohdaten
2023-04-15;470,35;Rohdaten
2023-04-16;470,35;Rohdaten
2023-04-17;470,35;Rohdaten
2023-04-18;470,35;Rohdaten
2023-04-19;470,35;Rohdaten
2023-04-20;470,37;Rohdaten
2023-04-21;470,37;Rohdaten
2023-04-22;470,37;Rohdaten
2023-04-23;470,37;Rohdaten
2023-04-24;470,39;Rohdaten
2023-04-25;470,39;Rohdaten
2023-04-26;470,40;Rohdaten
2023-04-27;470,40;Rohdaten
2023-04-28;470,43;Rohdaten
2023-04-29;470,48;Rohdaten
2023-04-30;470,48;Rohdaten
2023-05-01;470,50;Rohdaten
2023-05-02;470,52;Rohdaten
2023-05-03;470,56;Rohdaten
2023-05-04;470,57;Rohdaten
2023-05-05;470,59;Rohdaten
2023-05-06;470,62;Rohdaten
2023-05-07;470,63;Rohdaten
2023-05-08;470,64;Rohdaten
2023-05-09;470,66;Rohdaten
2023-05-10;470,68;Rohdaten
2023-05-11;470,73;Rohdaten
2023-05-12;470,77;Rohdaten
2023-05-13;470,77;Rohdaten
2023-05-14;470,79;Rohdaten
2023-05-15;470,81;Rohdaten
2023-05-16;470,83;Rohdaten
2023-05-17;470,85;Rohdaten
2023-05-18;470,86;Rohdaten
2023-05-19;470,87;Rohdaten
2023-05-20;470,88;Rohdaten
2023-05-21;470,88;Rohdaten
2023-05-22;470,89;Rohdaten
2023-05-23;470,89;Rohdaten
2023-05-24;470,89;Rohdaten
2023-05-25;470,89;Rohdaten
2023-05-26;470,90;Rohdaten
2023-05-27;470,90;Rohdaten
2023-05-28;470,90;Rohdaten
2023-05-29;470,90;Rohdaten
2023-05-30;470,90;Rohdaten
2023-05-31;470,90;Rohdaten
2023-06-01;470,90;Rohdaten
2023-06-02;470,90;Rohdaten
2023-06-03;470,90;Rohdaten
2023-06-04;470,90;Rohdaten
2023-06-05;470,90;Rohdaten
2023-06-06;470,90;Rohdaten
2023-06-07;470,90;Rohdaten
2023-06-08;470,90;Rohdaten
2023-06-09;470,90;Rohdaten
2023-06-10;470,90;Rohdaten
2023-06-11;470,90;Rohdaten
2023-06-12;470,90;Rohdaten
2023-06-13;470,90;Rohdaten
2023-06-14;470,89;Rohdaten
2023-06-15;470,89;Rohdaten
2023-06-16;470,89;Rohdaten
2023-06-17;470,88;Rohdaten
2023-06-18;470,88;Rohdaten
2023-06-19;470,87;Rohdaten
2023-06-20;470,87;Rohdaten
2023-06-21;470,87;Rohdaten
2023-06-22;470,87;Rohdaten
2023-06-23;470,87;Rohdaten
2023-06-24;470,87;Rohdaten
