Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"Haar-Eglfing Q 11"
Messstellen-Nr.:;16005
Ostwert:;704195;Nordwert:;5332811;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;523,25;Rohdaten
2023-11-02;523,24;Rohdaten
2023-11-03;523,24;Rohdaten
2023-11-04;523,24;Rohdaten
2023-11-05;523,24;Rohdaten
2023-11-06;523,23;Rohdaten
2023-11-07;523,23;Rohdaten
2023-11-08;523,22;Rohdaten
2023-11-09;523,22;Rohdaten
2023-11-10;523,21;Rohdaten
2023-11-11;523,21;Rohdaten
2023-11-12;523,21;Rohdaten
2023-11-13;523,20;Rohdaten
2023-11-14;523,20;Rohdaten
2023-11-15;523,22;Rohdaten
2023-11-16;523,23;Rohdaten
2023-11-17;523,23;Rohdaten
