Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"KREUZSTR. OSCHLH.D 38"
Messstellen-Nr.:;16245
Ostwert:;692606;Nordwert:;5349002;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-01-01;469,59;Rohdaten
2023-01-02;469,60;Rohdaten
2023-01-03;469,62;Rohdaten
2023-01-04;469,63;Rohdaten
2023-01-05;469,64;Rohdaten
2023-01-06;469,65;Rohdaten
2023-01-07;469,66;Rohdaten
2023-01-08;469,67;Rohdaten
2023-01-09;469,68;Rohdaten
2023-01-10;469,69;Rohdaten
2023-01-11;469,70;Rohdaten
2023-01-12;469,71;Rohdaten
2023-01-13;469,72;Rohdaten
2023-01-14;469,73;Rohdaten
2023-01-15;469,74;Rohdaten
2023-01-16;469,74;Rohdaten
2023-01-17;469,75;Rohdaten
2023-01-18;469,76;Rohdaten
2023-01-19;469,76;Rohdaten
2023-01-20;469,77;Rohdaten
2023-01-21;469,77;Rohdaten
2023-01-22;469,78;Rohdaten
2023-01-23;469,78;Rohdaten
2023-01-24;469,78;Rohdaten
2023-01-25;469,79;Rohdaten
2023-01-26;469,79;Rohdaten
2023-01-27;469,79;Rohdaten
2023-01-28;469,80;Rohdaten
2023-01-29;469,80;Rohdaten
2023-01-30;469,80;Rohdaten
2023-01-31;469,80;Rohdaten
2023-02-01;469,80;Rohdaten
2023-02-02;469,80;Rohdaten
2023-02-03;469,80;Rohdaten
2023-02-04;469,80;Rohdaten
2023-02-05;469,80;Rohdaten
2023-02-06;469,80;Rohdaten
2023-02-07;469,80;Rohdaten
2023-02-08;469,80;Rohdaten
2023-02-09;469,80;Rohdaten
2023-02-10;469,80;Rohdaten
2023-02-11;469,80;Rohdaten
2023-02-12;469,80;Rohdaten
2023-02-13;469,79;Rohdaten
2023-02-14;469,79;Rohdaten
2023-02-15;469,79;Rohdaten
2023-02-16;469,79;Rohdaten
2023-02-17;469,79;Rohdaten
2023-02-18;469,78;Rohdaten
2023-02-19;469,78;Rohdaten
2023-02-20;469,78;Rohdaten
2023-02-21;469,77;Rohdaten
2023-02-22;469,77;Rohdaten
2023-02-23;469,77;Rohdaten
2023-02-24;469,76;Rohdaten
2023-02-25;469,76;Rohdaten
2023-02-26;469,76;Rohdaten
2023-02-27;469,76;Rohdaten
2023-02-28;469,75;Rohdaten
2023-03-01;469,74;Rohdaten
2023-03-02;469,74;Rohdaten
2023-03-03;469,73;Rohdaten
2023-03-04;469,73;Rohdaten
2023-03-05;469,72;Rohdaten
2023-03-06;469,72;Rohdaten
2023-03-07;469,71;Rohdaten
2023-03-08;469,71;Rohdaten
2023-03-09;469,70;Rohdaten
2023-03-10;469,70;Rohdaten
2023-03-11;469,69;Rohdaten
