Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"Hochmutting Süd"
Messstellen-Nr.:;16273
Ostwert:;691890;Nordwert:;5345057;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;482,40;Rohdaten
2023-11-02;482,40;Rohdaten
2023-11-03;482,40;Rohdaten
2023-11-04;482,39;Rohdaten
2023-11-05;482,38;Rohdaten
2023-11-06;482,37;Rohdaten
2023-11-07;482,37;Rohdaten
2023-11-08;482,36;Rohdaten
2023-11-09;482,35;Rohdaten
2023-11-10;482,34;Rohdaten
2023-11-11;482,34;Rohdaten
2023-11-12;482,33;Rohdaten
2023-11-13;482,33;Rohdaten
2023-11-14;482,33;Rohdaten
2023-11-15;482,34;Rohdaten
2023-11-16;482,33;Rohdaten
2023-11-17;482,34;Rohdaten
